contest,candidate,vote_type,precinct,votes
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1303 CIN 13-C,6
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1304 CIN 13-D,14
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1305 CIN 13-E,39
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1306 CIN 13-F,19
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1307 CIN 13-G,11
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1308 CIN 13-H,3
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1401 CIN 14-A,35
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1402 CIN 14-B,21
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1403 CIN 14-C,33
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1404 CIN 14-D,35
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1405 CIN 14-E,40
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1406 CIN 14-F,42
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1407 CIN 14-G,62
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1408 CIN 14-H,55
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1409 CIN 14-I,34
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1501 CIN 15-A,15
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1502 CIN 15-B,35
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1503 CIN 15-C,7
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1504 CIN 15-D,16
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1505 CIN 15-E,38
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1506 CIN 15-F,9
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1507 CIN 15-G,16
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1508 CIN 15-H,58
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1509 CIN 15-I,24
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1510 CIN 15-J,9
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1601 CIN 16-A,15
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1701 CIN 17-A,22
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1702 CIN 17-B,32
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1703 CIN 17-C,31
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1801 CIN 18-A,14
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1802 CIN 18-B,7
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1901 CIN 19-A,95
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1902 CIN 19-B,164
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1903 CIN 19-C,63
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,1904 CIN 19-D,2
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2001 CIN 20-A,44
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2002 CIN 20-B,31
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2003 CIN 20-C,67
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2004 CIN 20-D,53
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2005 CIN 20-E,14
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2101 CIN 21-A,8
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2102 CIN 21-B,6
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2103 CIN 21-C,24
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2104 CIN 21-D,26
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2105 CIN 21-E,4
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2201 CIN 22-A,35
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2202 CIN 22-B,18
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2203 CIN 22-C,3
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2301 CIN 23-A,40
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2302 CIN 23-B,8
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2303 CIN 23-C,23
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2304 CIN 23-D,29
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2305 CIN 23-E,17
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2306 CIN 23-F,52
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2307 CIN 23-G,14
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2308 CIN 23-H,72
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2309 CIN 23-I,68
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2310 CIN 23-J,47
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2311 CIN 23-K,23
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2312 CIN 23-L,18
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2313 CIN 23-M,18
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2314 CIN 23-N,50
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2315 CIN 23-O,44
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2316 CIN 23-P,33
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2317 CIN 23-Q,25
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2318 CIN 23-R,18
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2401 CIN 24-A,22
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2402 CIN 24-B,54
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2403 CIN 24-C,17
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2404 CIN 24-D,55
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2405 CIN 24-E,0
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2406 CIN 24-F,19
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2407 CIN 24-G,89
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2408 CIN 24-H,1
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2409 CIN 24-I,2
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2501 CIN 25-A,11
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2502 CIN 25-B,24
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2503 CIN 25-C,110
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2504 CIN 25-D,60
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2505 CIN 25-E,107
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2506 CIN 25-F,70
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2507 CIN 25-G,26
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2508 CIN 25-H,90
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2509 CIN 25-I,83
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2510 CIN 25-J,29
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2511 CIN 25-K,42
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2512 CIN 25-L,3
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2601 CIN 26-A,136
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2602 CIN 26-B,37
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2603 CIN 26-C,35
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2604 CIN 26-D,10
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2605 CIN 26-E,11
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2606 CIN 26-F,9
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2607 CIN 26-G,49
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2608 CIN 26-H,3
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2609 CIN 26-I,73
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2610 CIN 26-J,22
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2611 CIN 26-K,78
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2612 CIN 26-L,27
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2613 CIN 26-M,11
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2614 CIN 26-N,39
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2615 CIN 26-O,71
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2616 CIN 26-P,31
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2617 CIN 26-Q,10
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2618 CIN 26-R,7
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Election,2619 CIN 26-S,46
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0101 CIN 1-A,3
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0102 CIN 1-B,17
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0103 CIN 1-C,16
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0104 CIN 1-D,10
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0105 CIN 1-E,14
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0106 CIN 1-F,14
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0107 CIN 1-G,17
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0108 CIN 1-H,17
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0109 CIN 1-I,13
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0110 CIN 1-J,12
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0111 CIN 1-K,8
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0112 CIN 1-L,11
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0113 CIN 1-M,23
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0201 CIN 2-A,23
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0202 CIN 2-B,25
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0203 CIN 2-C,15
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0204 CIN 2-D,18
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0205 CIN 2-E,38
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0206 CIN 2-F,8
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0207 CIN 2-G,45
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0208 CIN 2-H,6
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0209 CIN 2-I,20
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0210 CIN 2-J,17
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0211 CIN 2-K,20
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0301 CIN 3-A,4
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0302 CIN 3-B,16
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0303 CIN 3-C,33
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0304 CIN 3-D,4
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0305 CIN 3-E,12
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0401 CIN 4-A,19
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0402 CIN 4-B,19
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0403 CIN 4-C,13
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0404 CIN 4-D,21
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0405 CIN 4-E,26
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0406 CIN 4-F,16
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0407 CIN 4-G,34
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0408 CIN 4-H,34
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0501 CIN 5-A,45
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0502 CIN 5-B,20
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0503 CIN 5-C,30
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0504 CIN 5-D,30
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0505 CIN 5-E,33
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0506 CIN 5-F,27
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0507 CIN 5-G,48
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0508 CIN 5-H,2
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0509 CIN 5-I,43
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0601 CIN 6-A,7
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0602 CIN 6-B,9
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0603 CIN 6-C,9
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0604 CIN 6-D,10
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0605 CIN 6-E,12
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0701 CIN 7-A,4
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0702 CIN 7-B,3
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0703 CIN 7-C,8
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0704 CIN 7-D,8
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0705 CIN 7-E,7
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0706 CIN 7-F,10
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0707 CIN 7-G,16
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0708 CIN 7-H,7
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0709 CIN 7-I,9
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0710 CIN 7-J,4
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0711 CIN 7-K,4
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0801 CIN 8-A,10
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0802 CIN 8-B,9
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0803 CIN 8-C,55
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0804 CIN 8-D,4
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0901 CIN 9-A,0
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0902 CIN 9-B,22
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0903 CIN 9-C,9
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,0904 CIN 9-D,6
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1001 CIN 10-A,9
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1002 CIN 10-B,3
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1003 CIN 10-C,9
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1101 CIN 11-A,8
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1102 CIN 11-B,3
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1103 CIN 11-C,1
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1104 CIN 11-D,3
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1201 CIN 12-A,6
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1202 CIN 12-B,0
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1203 CIN 12-C,2
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1204 CIN 12-D,14
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1205 CIN 12-E,3
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1301 CIN 13-A,4
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1302 CIN 13-B,17
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1303 CIN 13-C,5
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1304 CIN 13-D,4
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1305 CIN 13-E,17
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1306 CIN 13-F,6
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1307 CIN 13-G,5
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1308 CIN 13-H,1
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1401 CIN 14-A,19
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1402 CIN 14-B,6
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1403 CIN 14-C,7
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1404 CIN 14-D,17
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1405 CIN 14-E,19
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1406 CIN 14-F,8
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1407 CIN 14-G,18
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1408 CIN 14-H,15
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1409 CIN 14-I,16
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1501 CIN 15-A,7
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1502 CIN 15-B,9
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1503 CIN 15-C,4
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1504 CIN 15-D,5
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1505 CIN 15-E,8
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1506 CIN 15-F,12
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1507 CIN 15-G,4
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1508 CIN 15-H,22
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1509 CIN 15-I,8
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1510 CIN 15-J,4
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1601 CIN 16-A,8
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1701 CIN 17-A,4
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1702 CIN 17-B,9
CITY OF CINCINNATI For Member of Council at Large,Gary Favors,Early,1703 CIN 17-C,1
