"","VoterIdent","PrecinctNum","PrecinctSplit","PrecinctName","2025 General Election","2025 Primary Election","2024 General Election","2024 Primary Election","2023 General Election","2023 August Election","PRIMARY_MAY_2023","GENERAL_NOV_2022","AUG PRIMARY ELECTION 2022","PRIMARY_MAY_2022","GENERAL_NOV_2021","PRIMARY_MAY_2021"
"8094","000248034",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,"E-U",NA,"P-U",NA,NA,NA,NA
"8095","001516077",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"8096","230002236",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"8097","002063309",109,0,"CINCINNATI 1-I",NA,NA,"E-U",NA,"P-U","E-U",NA,"E-U",NA,NA,NA,NA
"8098","001676407",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8099","001676410",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8100","001617145",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"8101","002023212",109,0,"CINCINNATI 1-I",NA,"P-U","P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"8102","002023211",109,0,"CINCINNATI 1-I",NA,"P-U","P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"8103","001474104",109,0,"CINCINNATI 1-I",NA,"P-U","P-U","P-D","P-U","P-U",NA,"P-U","P-D",NA,NA,NA
"8104","001959073",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,"P-U",NA,"P-U",NA,"P-U",NA,"P-U"
"8105","002114085",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"8106","002061783",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"8107","001343689",109,0,"CINCINNATI 1-I",NA,"P-U","A-U",NA,"P-U",NA,NA,"A-U",NA,NA,NA,NA
"8108","002072678",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8109","002054578",109,0,"CINCINNATI 1-I",NA,NA,"A-U",NA,"A-U","A-U",NA,"A-U","A-D",NA,NA,NA
"8110","001848415",109,0,"CINCINNATI 1-I",NA,"P-U","P-U",NA,"P-U","E-U",NA,"P-U",NA,"P-U","P-U",NA
"8111","240103570",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8112","001444145",109,0,"CINCINNATI 1-I",NA,"P-U","E-U","P-D","P-U","P-U",NA,"P-U","P-D","P-U","A-U","A-U"
"8113","002054582",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8114","001464399",109,0,"CINCINNATI 1-I",NA,"P-U","P-U",NA,"P-U","P-U",NA,"P-U","P-D","P-U","P-U","P-U"
"8115","002120346",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8116","001912236",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,"A-U",NA,NA,NA,NA
"8117","001555659",109,0,"CINCINNATI 1-I",NA,"A-U","A-U",NA,"A-U","A-U",NA,"A-U",NA,"A-U","P-U","A-U"
"8118","250023127",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8119","002040654",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,NA,NA,NA,NA,NA
"8120","002046747",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,NA,NA,NA,NA,NA
"8121","240017896",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8122","002065405",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,"P-U",NA,NA
"8123","000627320",109,0,"CINCINNATI 1-I",NA,"P-U","P-U","P-R","P-U","P-U",NA,"P-U","P-R","P-U","P-U","P-U"
"8124","000749401",109,0,"CINCINNATI 1-I",NA,NA,"P-U","P-R","P-U","P-U",NA,"P-U",NA,"P-U","P-U","P-U"
"8125","001768609",109,0,"CINCINNATI 1-I",NA,NA,"E-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"8126","001992562",109,0,"CINCINNATI 1-I",NA,NA,"A-U",NA,NA,"A-U",NA,NA,NA,NA,NA,"E-U"
"8127","001050325",109,0,"CINCINNATI 1-I",NA,"P-U","A-U","P-D","P-U","P-U",NA,"E-U",NA,NA,"P-U",NA
"8128","001607459",109,0,"CINCINNATI 1-I",NA,"P-U","P-U",NA,"P-U","E-U",NA,"P-U",NA,NA,"P-U","P-U"
"8129","001558223",109,0,"CINCINNATI 1-I",NA,NA,"E-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"8130","001673336",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,"P-U","P-U",NA
"8131","002040656",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"8132","230028085",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"8133","001982010",109,0,"CINCINNATI 1-I",NA,NA,"A-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8134","001988327",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8135","001864994",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8136","001847504",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"8137","002124453",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8138","001987755",109,0,"CINCINNATI 1-I",NA,NA,"E-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"8139","001992568",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8140","001992570",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8141","001467650",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8142","001213427",109,0,"CINCINNATI 1-I",NA,"P-U","P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"8143","001836611",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,"P-U",NA
"8144","001941963",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8145","002081604",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8146","240063137",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8147","240103599",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8148","001982988",109,0,"CINCINNATI 1-I",NA,NA,"P-U","P-R","P-U","P-U",NA,"P-U",NA,"P-U","P-U",NA
"8149","000717799",109,0,"CINCINNATI 1-I",NA,"P-U","P-U",NA,"P-U",NA,NA,"A-U",NA,NA,NA,NA
"8150","001982989",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,"P-U","P-U",NA
"8151","001131476",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"8152","001296523",109,0,"CINCINNATI 1-I",NA,"P-U","E-U","P-D","E-U","E-U",NA,"E-U","P-D","P-U","P-U",NA
"8153","000914998",109,0,"CINCINNATI 1-I",NA,"P-U","A-U","P-R","P-U","A-U",NA,"P-U",NA,"P-U","P-U","P-U"
"8154","002034288",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8155","001927033",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,NA,NA,NA,NA,NA
"8156","002049902",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA,NA,NA
"8157","001232938",109,0,"CINCINNATI 1-I",NA,NA,"P-U","P-R","P-U","P-U",NA,"P-U","P-D","P-U","P-U","P-U"
"8158","001369790",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"8159","000388938",109,0,"CINCINNATI 1-I",NA,NA,"E-U","P-D","P-U","P-U",NA,"P-U","P-D","P-U","P-U",NA
"8160","001815660",109,0,"CINCINNATI 1-I",NA,"P-U","E-U","P-R","P-U","P-U",NA,"P-U",NA,"P-U",NA,NA
"8161","001639566",109,0,"CINCINNATI 1-I",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8162","001843944",109,0,"CINCINNATI 1-I",NA,NA,"E-U",NA,"E-U","E-U",NA,"E-U",NA,NA,NA,NA
"8163","002003851",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8164","002043767",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"8165","001822795",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8166","002018745",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8167","001818596",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8168","240059532",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8169","230043431",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170","001771261",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8171","001734805",109,0,"CINCINNATI 1-I",NA,NA,"A-U",NA,"P-U","P-U",NA,"A-U","P-D",NA,"P-U","A-U"
"8172","002127719",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8173","002090557",109,0,"CINCINNATI 1-I",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8174","001246975",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"8175","000815862",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,"P-U",NA
"8176","001950622",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8177","001919900",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8178","001957905",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U",NA
"8179","001964738",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8180","000198154",109,0,"CINCINNATI 1-I",NA,NA,"P-U","P-R","E-U","P-U",NA,"P-U",NA,"P-U","P-U","P-U"
"8181","001903466",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8182","240013196",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8183","001421052",109,0,"CINCINNATI 1-I",NA,NA,"A-U",NA,NA,NA,NA,"A-U",NA,NA,NA,NA
"8184","001225411",109,0,"CINCINNATI 1-I",NA,NA,"E-U",NA,"E-U","P-U",NA,"E-U",NA,"P-U","E-U","P-U"
"8185","001705763",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"8186","000702932",109,0,"CINCINNATI 1-I",NA,"P-U","P-U","P-D","P-U","P-U",NA,"P-U","P-D","P-U","P-U","P-U"
"8187","001853245",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8188","000054495",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"8189","001328986",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U",NA
"8190","001872375",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8191","000702972",109,0,"CINCINNATI 1-I",NA,NA,"P-U","P-D","P-U","P-U",NA,"P-U","P-D","P-U","P-U","P-U"
"8192","240105401",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8193","001657361",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8194","001625977",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8195","002057464",109,0,"CINCINNATI 1-I",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"8196","001072485",109,0,"CINCINNATI 1-I",NA,"P-U","E-U",NA,"E-U","E-U",NA,"E-U",NA,"P-U",NA,"P-U"
"8197","002056596",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"8198","230029170",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"8199","001990273",109,0,"CINCINNATI 1-I",NA,"P-U","P-U",NA,"P-U","E-U",NA,"P-U",NA,"P-U",NA,NA
"8200","001694515",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8201","001846055",109,0,"CINCINNATI 1-I",NA,NA,"E-U","P-D","E-U","E-U",NA,"E-U",NA,NA,"P-U",NA
"8202","240018968",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8203","230031045",109,0,"CINCINNATI 1-I",NA,"P-U","P-U","P-D","P-U",NA,NA,NA,NA,NA,NA,NA
"8204","002124764",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8205","002123013",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8206","000062643",109,0,"CINCINNATI 1-I",NA,NA,"A-U","A-R","A-U","A-U",NA,"A-U",NA,NA,"P-U","P-U"
"8207","000062644",109,0,"CINCINNATI 1-I",NA,"P-U","P-U","P-R","P-U","P-U",NA,"P-U","P-R","P-U","P-U","P-U"
"8208","000062668",109,0,"CINCINNATI 1-I",NA,NA,"P-U","P-R","P-U","P-U",NA,"A-U","P-R","P-U","P-U","P-U"
"8209","000996196",109,0,"CINCINNATI 1-I",NA,"P-U","P-U",NA,NA,"P-U",NA,"P-U","P-R",NA,"P-U","P-U"
"8210","001975652",109,0,"CINCINNATI 1-I",NA,"P-U","P-U","P-D","P-U","P-U",NA,"P-U","P-D","P-U","P-U","P-U"
"8211","001758250",109,0,"CINCINNATI 1-I",NA,NA,"E-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"8212","001411368",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,"P-U",NA,"P-U"
"8213","230043675",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8214","001894933",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8215","002008832",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8216","001767840",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8217","002061832",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,NA,NA,NA,NA,NA
"8218","001868651",109,0,"CINCINNATI 1-I",NA,NA,"P-U","P-D","P-U","P-U",NA,"P-U",NA,NA,NA,NA
"8219","001565143",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"8220","000639047",109,0,"CINCINNATI 1-I",NA,"P-U","P-U","E-D","P-U","P-U",NA,"P-U","P-D","P-U","P-U","P-U"
"8221","000639010",109,0,"CINCINNATI 1-I",NA,"P-U","P-U","E-D","P-U","P-U",NA,"P-U","P-D","P-U","P-U","P-U"
"8222","240060057",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8223","002096582",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8224","001509517",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"8225","001528162",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","E-U",NA,"P-U",NA,NA,NA,NA
"8226","001967693",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"8227","230041277",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8228","000157163",109,0,"CINCINNATI 1-I",NA,NA,"E-U",NA,"P-U","P-U",NA,"E-U",NA,"P-U",NA,NA
"8229","001443135",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,"P-U","P-U",NA,"E-U",NA,"P-U","P-U",NA
"8230","000142502",109,0,"CINCINNATI 1-I",NA,NA,"E-U",NA,"P-U","P-U",NA,"E-U",NA,"P-U",NA,NA
"8231","001875441",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8232","001938034",109,0,"CINCINNATI 1-I",NA,"P-U","P-U","P-D","P-U","P-U",NA,"P-U",NA,NA,NA,NA
"8233","001781205",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8234","001963310",109,0,"CINCINNATI 1-I",NA,NA,"E-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U",NA
"8235","002079810",109,0,"CINCINNATI 1-I",NA,"P-U","P-U","P-D","P-U","P-U",NA,"A-U",NA,NA,NA,NA
"8236","001254320",109,0,"CINCINNATI 1-I",NA,NA,"A-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,"P-U"
"8237","001254328",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,"A-U",NA,NA,"P-U","P-U"
"8238","001474472",109,0,"CINCINNATI 1-I",NA,"P-U","E-U",NA,"P-U","E-U",NA,"P-U",NA,NA,"P-U","P-U"
"8239","002108787",109,0,"CINCINNATI 1-I",NA,"P-U","P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"8240","250002664",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8241","002004652",109,0,"CINCINNATI 1-I",NA,NA,"E-U",NA,"P-U",NA,NA,NA,"P-D",NA,NA,NA
"8242","002076145",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"8243","002026921",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"8244","002109270",109,0,"CINCINNATI 1-I",NA,NA,"E-U","P-R","E-U",NA,NA,"E-U",NA,NA,NA,NA
"8245","001862361",109,0,"CINCINNATI 1-I",NA,NA,"P-U","P-R","P-U",NA,NA,"P-U","P-R","P-U","P-U",NA
"8246","230009200",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8247","001949426",109,0,"CINCINNATI 1-I",NA,"P-U","P-U",NA,"P-U","P-U",NA,"E-U",NA,NA,"P-U",NA
"8248","001366475",109,0,"CINCINNATI 1-I",NA,NA,"E-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"8249","000075228",109,0,"CINCINNATI 1-I",NA,NA,"E-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"8250","002117805",109,0,"CINCINNATI 1-I",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8251","001045317",109,0,"CINCINNATI 1-I",NA,NA,NA,"P-R","P-U","P-U",NA,"P-U","P-R",NA,"P-U","P-U"
"8252","000862955",109,0,"CINCINNATI 1-I",NA,"P-U","P-U","P-D","P-U","P-U",NA,"P-U",NA,"P-U","P-U",NA
"8253","001325571",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8254","001906271",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8255","240048154",109,0,"CINCINNATI 1-I",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8256","240034454",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8257","001224525",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8258","002095729",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8259","230021981",109,0,"CINCINNATI 1-I",NA,NA,"E-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"8260","240105061",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8261","001996286",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U",NA
"8262","002050306",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8263","250003966",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8264","001598799",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8265","001813195",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8266","000169363",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,"P-U","P-U","P-U"
"8267","002101027",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8268","250001293",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8269","002025387",109,0,"CINCINNATI 1-I",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8270","001576401",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,"P-U",NA,NA
"8271","002057735",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8272","000957030",109,0,"CINCINNATI 1-I",NA,NA,"A-U",NA,NA,"A-U",NA,NA,NA,NA,NA,NA
"8273","001896316",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8274","001677408",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"8275","002015582",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8276","000677484",109,0,"CINCINNATI 1-I",NA,"P-U","P-U","P-R","P-U","P-U",NA,"P-U","P-R","P-U","P-U","P-U"
"8277","002043395",109,0,"CINCINNATI 1-I",NA,NA,"E-U","P-R","P-U","P-U",NA,"P-U","P-R",NA,"P-U",NA
"8278","001593822",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8279","001862510",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8280","001392079",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA
"8281","240048041",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8282","000085506",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,"P-U","P-U","P-U"
"8283","002113230",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8284","001877014",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"8285","001890726",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,"P-U",NA,NA
"8286","002079220",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8287","001862399",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8288","001837311",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8289","001976749",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8290","230016959",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8291","001647973",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"8292","001277263",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"8293","001793494",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U",NA
"8294","001643742",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8295","001829484",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U",NA
"8296","001741912",109,0,"CINCINNATI 1-I",NA,NA,"P-U",NA,"A-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"8297","001384626",109,0,"CINCINNATI 1-I",NA,NA,"P-U","P-D","P-U","P-U",NA,"P-U","P-D","P-U","P-U",NA
"8298","001352801",109,0,"CINCINNATI 1-I",NA,"A-U","P-U","A-D","P-U","P-U",NA,"P-U","P-D","P-U","P-U","P-U"
"8299","001107538",109,0,"CINCINNATI 1-I",NA,NA,"E-U",NA,"P-U","P-U",NA,"P-U",NA,"P-U","P-U","P-U"
"8300","000090283",109,0,"CINCINNATI 1-I",NA,NA,"E-U",NA,"P-U","A-U",NA,"P-U",NA,"P-U","P-U","P-U"
"8301","001207753",109,0,"CINCINNATI 1-I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
